Card Name,Rating - Draftmancer,Rating - AF,Set,Source
Lucifer - Cunning Cat,4,B+,2,Frank Karsten
Madam Mim - Fox,4,B+,2,Frank Karsten
Shere Khan - Menacing Predator,4,B+,2,Frank Karsten
Dr. Facilier - Fortune Teller,4,B+,2,Frank Karsten
HeiHei - Persistent Presence,4,B+,2,Frank Karsten
Peter Pan's Shadow - Not Sewn On,4,B+,2,Frank Karsten
Ray - Easygoing Firefly,4,B+,2,Frank Karsten
Scar - Vicious Cheater,3,B,2,Frank Karsten
Namaari - Nemesis,3,B,2,Frank Karsten
Rabbit - Reluctant Host,3,B,2,Frank Karsten
Flynn Rider - His Own Biggest Fan,3,B,2,Frank Karsten
Cobra Bubbles - Just a Social Worker,3,B,2,Frank Karsten
Madam Mim - Purple Dragon,3,B,2,Frank Karsten
Daisy Duck - Secret Agent,3,B,2,Frank Karsten
Winnie The Pooh - Hunny Wizard,3,B,2,Frank Karsten
Virana - Fang Chief,3,B,2,Frank Karsten
Card Soldiers - Full Deck,3,B,2,Frank Karsten
Happy - Good-Natured,3,B,2,Frank Karsten
Fairy Godmother - Pure Heart,3,B,2,Frank Karsten
Li Shang - Archery Instructor,3,B,2,Frank Karsten
Fairy Godmother - Here to Help,3,B,2,Frank Karsten
Yzma - Without Beauty Sleep,3,B,2,Frank Karsten
Donald Duck - Not Again!,3,B,2,Frank Karsten
Queen of Hearts - Capricious Monarch,3,B,2,Frank Karsten
Donald Duck - Deep-Sea Diver,3,B,2,Frank Karsten
Ratigan - Criminal Mastermind,3,B,2,Frank Karsten
Sleepy - Nodding Off,3,B,2,Frank Karsten
King Louie - Jungle VIP,3,B,2,Frank Karsten
Madam Mim - Snake,3,B,2,Frank Karsten
The Prince - Never Gives Up,3,B,2,Frank Karsten
Hypnotize,3,B,2,Frank Karsten
Mulan - Soldier in Training,2,B-,2,Frank Karsten
Tuk Tuk - Wrecking Ball,2,B-,2,Frank Karsten
Lumiere - Hotheaded Candelabra,2,B-,2,Frank Karsten
Pawpsicle,2,B-,2,Frank Karsten
Snow White - Lost in the Forest,2,B-,2,Frank Karsten
Ring The Bell,2,B-,2,Frank Karsten
Painting the Roses Red,2,B-,2,Frank Karsten
Fidget - Ratigan's Henchman,2,B-,2,Frank Karsten
Improvise,2,B-,2,Frank Karsten
The Queen - Regal Monarch,2,B-,2,Frank Karsten
Charge!,2,B-,2,Frank Karsten
Chip the Teacup - Gentle Soul,2,B-,2,Frank Karsten
Owl - Logical Lecturer,2,B-,2,Frank Karsten
Cruella De Vil - Perfectly Wretched,2,B-,2,Frank Karsten
Lawrence - Jealous Manservant,2,B-,2,Frank Karsten
Grand Pabbie - Oldest and Wisest,2,B-,2,Frank Karsten
Cheshire Cat - From the Shadows,2,B-,2,Frank Karsten
Raya - Leader of Heart,2,B-,2,Frank Karsten
Beast - Forbidding Recluse,1,C+,2,Frank Karsten
Grumpy - Bad-Tempered,1,C+,2,Frank Karsten
Felicia - Always Hungry,1,C+,2,Frank Karsten
Elsa - Gloves Off,1,C+,2,Frank Karsten
Cogsworth - Talking Clock,1,C+,2,Frank Karsten
Donald Duck - Perfect Gentleman,1,C+,2,Frank Karsten
Hercules - Hero in Training,1,C+,2,Frank Karsten
Boun - Precocious Entrepreneur,1,C+,2,Frank Karsten
Pinocchio - On the Run,1,C+,2,Frank Karsten
Rapunzel - Sunshine,1,C+,2,Frank Karsten
Basil - Great Mouse Detective,1,C+,2,Frank Karsten
Cruella De Vil - Fashionable Cruiser,1,C+,2,Frank Karsten
Christopher Robin - Adventurer,1,C+,2,Frank Karsten
Jafar - Royal Vizier,1,C+,2,Frank Karsten
Merlin - Goat,1,C+,2,Frank Karsten
Bashful - Hopeless Romantic,1,C+,2,Frank Karsten
Queen of Hearts - Impulsive Ruler,1,C+,2,Frank Karsten
Magic Broom - Industrial Model,1,C+,2,Frank Karsten
Piglet - Very Small Animal,1,C+,2,Frank Karsten
Blue Fairy - Rewarding Good Deeds,1,C+,2,Frank Karsten
Panic - Underworld Imp,1,C+,2,Frank Karsten
Minnie Mouse - Wide-Eyed Diver,1,C+,2,Frank Karsten
Grand Duke - Advisor to the King,1,C+,2,Frank Karsten
Rapunzel - Gifted Artist,1,C+,2,Frank Karsten
Namaari - Morning Mist,1,C+,2,Frank Karsten
Tiana - True Princess,1,C+,2,Frank Karsten
Mulan - Free Spirit,1,C+,2,Frank Karsten
Ratigan - Very Large Mouse,1,C+,2,Frank Karsten
Doc - Leader of the Seven Dwarfs,1,C+,2,Frank Karsten
Prince Charming - Heir to the Throne,1,C+,2,Frank Karsten
Dr. Facilier - Savvy Opportunist,1,C+,2,Frank Karsten
Teeth and Ambitions,1,C+,2,Frank Karsten
Sneezy - Very Allergic,1,C+,2,Frank Karsten
Chief Bogo - Respected Officer,1,C,2,Frank Karsten
Enchantress - Unexpected Judge,1,C,2,Frank Karsten
Kuzco - Wanted Llama,1,C,2,Frank Karsten
Basil - Of Baker Street,1,C,2,Frank Karsten
James - Role Model,1,C,2,Frank Karsten
Mother Gothel - Withered and Wicked,1,C,2,Frank Karsten
Eudora - Accomplished Seamstress,1,C,2,Frank Karsten
Baloo - Fun-Loving Bear,1,C,2,Frank Karsten
Prince Naveen - Penniless Royal,1,C,2,Frank Karsten
Cheshire Cat - Always Grinning,1,C,2,Frank Karsten
Caterpillar - Calm and Collected,1,C,2,Frank Karsten
Minnie Mouse - Zipping Around,1,C,2,Frank Karsten
Tigger - One of a Kind,1,C,2,Frank Karsten
Basil - Perceptive Investigator,1,C,2,Frank Karsten
Nothing to Hide,1,C,2,Frank Karsten
Winnie The Pooh - Having a Think,1,C,2,Frank Karsten
Nick Wilde - Wily Fox,1,C,2,Frank Karsten
Benja - Guardian of the Dragon Gem,1,C,2,Frank Karsten
Gumbo Pot,1,C,2,Frank Karsten
Arthur - Trained Swordsman,1,C,2,Frank Karsten
Robin Hood - Capable Fighter,1,C,2,Frank Karsten
Eli La Bouff - Big Daddy,1,C,2,Frank Karsten
Four Dozen Eggs,1,C,2,Frank Karsten
Cinderella - Knight in Training,1,C,2,Frank Karsten
Raya - Warrior of Kumandra,1,C,2,Frank Karsten
Mouse Armor,1,C,2,Frank Karsten
Go the Distance,1,C,2,Frank Karsten
Pete - Bad Guy,1,C,2,Frank Karsten
Flynn Rider - Confident Vagabond,1,C,2,Frank Karsten
Tiana - Diligent Waitress,1,C,2,Frank Karsten
Pinocchio - Star Attraction,1,C-,2,Frank Karsten
Hiram Flaversham - Toymaker,1,C-,2,Frank Karsten
Madam Mim - Rival of Merlin,1,C-,2,Frank Karsten
Mickey Mouse - Friendly Face,1,C-,2,Frank Karsten
Goofy - Knight for a Day,1,C-,2,Frank Karsten
Legend of the Sword in the Stone,1,C-,2,Frank Karsten
Last Cannon,1,C-,2,Frank Karsten
Bounce,1,C-,2,Frank Karsten
Last Stand,1,C-,2,Frank Karsten
Judy Hopps - Optimistic Officer,1,C-,2,Frank Karsten
Arthur - Wizard's Apprentice,1,C-,2,Frank Karsten
Dinner Bell,1,C-,2,Frank Karsten
The Huntsman - Reluctant Enforcer,1,C-,2,Frank Karsten
Gaston - Baritone Bully,1,C-,2,Frank Karsten
Merlin - Squirrel,1,C-,2,Frank Karsten
Nana - Darling Family Pet,1,C-,2,Frank Karsten
Bucky - Squirrel Squeak Tutor,1,C-,2,Frank Karsten
Tiana - Celebrating Princess,1,C-,2,Frank Karsten
Noi - Orphaned Thief,1,C-,2,Frank Karsten
Hold Still,1,C-,2,Frank Karsten
Jiminy Cricket - Pinocchio's Conscience,1,C-,2,Frank Karsten
Belle - Bookworm,1,C-,2,Frank Karsten
Pain - Underworld Imp,1,C-,2,Frank Karsten
Dopey - Always Playful,1,C-,2,Frank Karsten
Jasmine - Heir of Agrabah,1,C-,2,Frank Karsten
Weight Set,1,C-,2,Frank Karsten
Mulan - Reflecting,1,C-,2,Frank Karsten
Pack Tactics,1,C-,2,Frank Karsten
Duke Weaselton - Small-Time Crook,1,C-,2,Frank Karsten
Gaston - Scheming Suitor,1,C-,2,Frank Karsten
The Nokk - Water Spirit,0,D,2,Frank Karsten
Raya - Headstrong,0,D,2,Frank Karsten
Donald Duck - Sleepwalker,0,D,2,Frank Karsten
I'm Stuck!,0,D,2,Frank Karsten
You Can Fly!,0,D,2,Frank Karsten
What did you call me?,0,D,2,Frank Karsten
Merlin - Shapeshifter,0,D,2,Frank Karsten
Fang Crossbow,0,D,2,Frank Karsten
Cinderella - Ballroom Sensation,0,D,2,Frank Karsten
Sardine Can,0,D,2,Frank Karsten
Bibbidi Bobbidi Boo,0,D,2,Frank Karsten
Prince John - Greediest of All,0,D,2,Frank Karsten
Pick a Fight,0,D,2,Frank Karsten
Launch,0,D,2,Frank Karsten
Mrs. Judson - Housekeeper,0,D,2,Frank Karsten
Queen of Hearts - Quick-Tempered,0,D,2,Frank Karsten
Lady Tremaine - Overbearing Matriarch,0,D,2,Frank Karsten
Snow White - Unexpected Houseguest,0,D,2,Frank Karsten
Pinocchio - Talkative Puppet,0,D,2,Frank Karsten
The Most Diabolical Scheme,0,D,2,Frank Karsten
Dragon Gem,0,D,2,Frank Karsten
The Sorcerer's Spellbook,0,D,2,Frank Karsten
Honest John - Not That Honest,0,D,2,Frank Karsten
The Queen - Disguised Peddler,0,D,2,Frank Karsten
Falling Down the Rabbit Hole,0,D,2,Frank Karsten
Gruesome And Grim,0,F,2,Frank Karsten
Croquet Mallet,0,F,2,Frank Karsten
Binding Contract,0,F,2,Frank Karsten
Zero To Hero,0,F,2,Frank Karsten
Sword In The Stone,0,F,2,Frank Karsten
Perplexing Signposts,0,F,2,Frank Karsten
Peter Pan's Dagger,0,F,2,Frank Karsten
Sleepy's Flute,0,F,2,Frank Karsten
Maurice's Workshop,0,F,2,Frank Karsten
Ratigan's Marvelous Trap,0,F,2,Frank Karsten
Robin Hood - Champion of Sherwood,5,A,3,Frank Karsten
Hydra - Deadly Serpent,5,A,3,Frank Karsten
Madame Medusa - The Boss,5,A,3,Frank Karsten
Simba - Fighting Prince,5,A,3,Frank Karsten
And Then Along Came Zeus,5,A,3,Frank Karsten
Chernabog - Evildoer,5,A,3,Frank Karsten
Kida - Protector of Atlantis,5,A,3,Frank Karsten
Prince Eric - Expert Helmsman,5,A,3,Frank Karsten
Don Karnage - Prince of Pirates,4,B+,3,Frank Karsten
Maid Marian - Delightful Dreamer,4,B+,3,Frank Karsten
Maleficent - Mistress of All Evil,4,B+,3,Frank Karsten
Perdita - Devoted Mother,4,B+,3,Frank Karsten
Pyros - Lava Titan,4,B+,3,Frank Karsten
Helga Sinclair - Femme Fatale,4,B+,3,Frank Karsten
Peter Pan - Pirate's Bane,4,B+,3,Frank Karsten
Pluto - Determined Defender,4,B+,3,Frank Karsten
Robin Hood - Daydreamer,4,B+,3,Frank Karsten
Nani - Protective Sister,4,B+,3,Frank Karsten
Simba - Rightful King,4,B+,3,Frank Karsten
Mr. Snoops - Inept Businessman,4,B+,3,Frank Karsten
Captain Hook - Master Swordsman,4,B+,3,Frank Karsten
Genie - Supportive Friend,4,B+,3,Frank Karsten
Lyle Tiberius Rourke - Cunning Mercenary,4,B+,3,Frank Karsten
Mama Odie - Voice of Wisdom,4,B+,3,Frank Karsten
Mr. Smee - Bumbling Mate,3,B,3,Frank Karsten
Helga Sinclair - Right-Hand Woman,3,B,3,Frank Karsten
Jim Hawkins - Space Traveler,3,B,3,Frank Karsten
Eeyore - Overstuffed Donkey,3,B,3,Frank Karsten
Little John - Robin's Pal,3,B,3,Frank Karsten
Razoul - Palace Guard,3,B,3,Frank Karsten
Sir Hiss - Aggravating Asp,3,B,3,Frank Karsten
Gramma Tala - Keeper of Ancient Stories,3,B,3,Frank Karsten
Maui - Whale],3,B,3,Frank Karsten
King Louie - Bandleader,3,B,3,Frank Karsten
Pluto - Mickey's Clever Friend,3,B,3,Frank Karsten
Webby Vanderquack - Enthusiastic Duck,3,B,3,Frank Karsten
Kida - Royal Warrior,3,B,3,Frank Karsten
Alice - Tea Alchemist,3,B,3,Frank Karsten
Rolly - Hungry Pup,3,B,3,Frank Karsten
Magic Broom - Swift Cleaner,3,B,3,Frank Karsten
The Queen's Castle - Mirror Chamber,2,B-,3,Frank Karsten
Pongo - Determined Father,2,B-,3,Frank Karsten
Louie - Chill Nephew,2,B-,3,Frank Karsten
Stratos - Tornado Titan,2,B-,3,Frank Karsten
Billy Bones - Keeper of the Map,2,B-,3,Frank Karsten
Friar Tuck - Priest of Nottingham,2,B-,3,Frank Karsten
Motunui - Island Paradise,2,B-,3,Frank Karsten
Ursula - Sea Witch,2,B-,3,Frank Karsten
Mufasa - Champion of the Pride Lands,2,B-,3,Frank Karsten
Lucky - The 15th Puppy,2,B-,3,Frank Karsten
Chernabog's Followers - Creatures of Evil,2,B-,3,Frank Karsten
Stitch - Covert Agent,2,B-,3,Frank Karsten
Stitch - Little Rocket,2,B-,3,Frank Karsten
Gustav the Giant - Terror of the Kingdom,2,B-,3,Frank Karsten
Ariel - Adventurous Collector,2,B-,3,Frank Karsten
Flintheart Glomgold - Lone Cheater,2,B-,3,Frank Karsten
Magic Carpet - Flying Rug,2,B-,3,Frank Karsten
Moana - Undeterred Voyager,2,B-,3,Frank Karsten
Iago - Pretty Polly,2,B-,3,Frank Karsten
Wildcat - Mechanic,2,B-,3,Frank Karsten
Ba-Boom!,2,B-,3,Frank Karsten
Lythos - Rock Titan,2,B-,3,Frank Karsten
John Silver - Greedy Treasure Seeker,2,B-,3,Frank Karsten
Rufus - Orphanage Cat,2,B-,3,Frank Karsten
Della Duck - Unstoppable Mom,2,B-,3,Frank Karsten
Distract,2,B-,3,Frank Karsten
Maui's Place of Exile - Hidden Island,2,B-,3,Frank Karsten
Patch - Intimidating Pup,2,B-,3,Frank Karsten
Milo Thatch - King of Atlantis,1,C+,3,Frank Karsten
Hades - Hotheaded Ruler,1,C+,3,Frank Karsten
Cursed Merfolk - Ursula's Handiwork,1,C+,3,Frank Karsten
HeiHei - Accidental Explorer,1,C+,3,Frank Karsten
Piglet - Pooh Pirate Captain,1,C+,3,Frank Karsten
Little John - Resourceful Outlaw,1,C+,3,Frank Karsten
Wendy Darling - Authority on Peter Pan,1,C+,3,Frank Karsten
Dalmatian Puppy - Tail Wagger,1,C+,3,Frank Karsten
Magica De Spell - Ambitious Witch,1,C+,3,Frank Karsten
Heart of Atlantis,1,C+,3,Frank Karsten
Gramma Tala - Spirit of the Ocean,1,C+,3,Frank Karsten
Hydros - Ice Titan,1,C+,3,Frank Karsten
Dewey - Showy Nephew,1,C+,3,Frank Karsten
Kit Cloudkicker - Tough Guy,1,C+,3,Frank Karsten
Nala - Fierce Friend,1,C+,3,Frank Karsten
Robin Hood - Beloved Outlaw,1,C+,3,Frank Karsten
Kida - Atlantean,1,C+,3,Frank Karsten
Milo Thatch - Clever Cartographer,1,C+,3,Frank Karsten
Starkey - Devious Pirate,1,C+,3,Frank Karsten
Heal What Has Been Hurt,1,C+,3,Frank Karsten
Huey - Savvy Nephew,1,C+,3,Frank Karsten
Ursula - Deceiver of All,1,C+,3,Frank Karsten
Bernard - Brand-New Agent,1,C+,3,Frank Karsten
Thaddeus E. Klang - Metallic Leader,1,C+,3,Frank Karsten
